claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_weight,fraud,latitude,longitude
4876,43.0,M,1.0,90,37618.0,1,1,Own,Parking Lot,0,0.0,96,Phone,1,5161.073883,6.0,Large,27099.7886,24618.27437,0,38.84,-77.56
17693,32.0,M,1.0,82,34652.0,1,1,Own,Local,0,0.0,0,Broker,1,5872.981526,4.0,Large,18559.23318,48944.58856,0,41.65,-93.47
13642,26.0,F,1.0,62,32560.0,0,0,Rent,Parking Lot,0,0.0,89,Online,1,5126.088448,7.0,Large,9533.348706,15447.71909,0,38.97,-77.64
11677,35.0,M,1.0,87,35543.0,0,1,Rent,Local,3,0.0,42,Broker,1,2303.059215,4.0,Compact,16956.40343,28719.42338,1,42.41,-93.37
2428,46.0,F,1.0,35,38298.0,1,0,Own,Highway,1,1.0,1,Broker,1,4105.614215,2.0,Large,7542.287605,29366.09225,0,41.5,-94.52
27562,36.0,M,1.0,54,35829.0,1,0,Own,Local,0,0.0,51,Broker,0,1784.634011,6.0,Medium,28162.5,14920.5925,0,40.61,-80.25
28580,42.0,F,1.0,96,37366.0,1,1,Own,Local,0,0.0,94,Phone,1,5568.047469,3.0,Large,47494.69832,8395.953581,0,33.43,-112.05
28719,41.0,F,1.0,71,37117.0,1,1,Rent,Local,3,0.0,97,Phone,1,6725.537156,3.0,Compact,34777.99757,16493.76703,0,42.02,-93.62
3835,36.0,M,1.0,93,35827.0,1,1,Own,Parking Lot,0,1.0,97,Phone,1,4474.267187,6.0,Medium,66910.58233,24582.31422,0,39.82,-105.1
28459,25.0,F,0.0,92,32172.0,1,1,Rent,Local,0,0.0,3,Online,1,3458.983935,6.0,Medium,43461.43915,39477.72816,0,38.92,-77.35
2972,67.0,M,1.0,87,42045.0,0,1,Own,Parking Lot,0,1.0,15,Phone,0,11734.88095,6.0,Large,13284.51488,28094.08567,0,41.18,-93.15
23516,42.0,F,1.0,84,37371.0,1,0,Own,Local,0,0.0,50,Phone,0,9760.00886,3.0,Compact,38199.56788,9040.949503,0,33.45,-111.97
14997,22.0,F,0.0,40,30906.0,1,1,Own,Local,2,0.0,47,Online,1,2457.879159,5.0,Large,19181.00341,31038.53706,0,33.39,-112.03
10177,31.0,F,0.0,78,34326.0,1,1,Rent,Local,0,1.0,6,Broker,1,3428.499469,6.0,Compact,34701.81968,12893.40614,0,42.01,-93.31
11185,27.0,F,1.0,81,32957.0,0,1,Rent,Local,0,1.0,0,Online,1,7897.085383,4.0,Medium,22155.14854,20911.01127,0,39.75,-104.42
2507,59.0,M,1.0,73,40773.0,1,0,Own,Parking Lot,0,0.0,0,Broker,1,3237.634498,4.0,Medium,33596.89548,30071.55392,0,39.11,-77.69
1763,58.0,M,1.0,72,40607.0,0,0,Own,Local,0,0.0,8,Phone,1,4116.019828,4.0,Large,11886.40435,19063.20856,0,38.81,-77.72
17009,33.0,F,0.0,93,34978.0,0,0,Own,Highway,0,1.0,31,Broker,1,7408.891285,6.0,Medium,16330.16538,14786.72835,1,33.46,-111.98
2124,47.0,M,1.0,63,38504.0,1,1,Own,Parking Lot,2,1.0,7,Phone,1,6016.712342,4.0,Large,21770.94375,14054.73886,0,33.46,-111.98
3889,66.0,F,1.0,64,41914.0,1,1,Own,Parking Lot,0,0.0,84,Phone,0,2435.50487,5.0,Large,21141.57423,16946.17316,0,39.94,-105.28
20068,46.0,M,1.0,90,38280.0,1,1,Rent,Local,0,1.0,6,Broker,0,3266.642098,3.0,Large,67310.28595,21247.1955,0,33.45,-112.07
21616,42.0,M,1.0,91,37370.0,1,0,Own,Highway,0,1.0,10,Phone,0,4605.985974,9.0,Large,9039.491884,32442.46757,0,40.35,-80.38
15743,21.0,F,1.0,86,30459.0,1,0,Rent,Parking Lot,1,0.0,1,Online,1,4717.553553,2.0,Large,16790.78285,21347.51579,0,39.06,-77.39
21047,60.0,M,1.0,77,40935.0,1,1,Own,Local,1,0.0,74,Broker,1,4009.577595,4.0,Medium,14618.06147,38099.49842,0,38.63,-77.67
5549,43.0,M,1.0,59,37609.0,0,0,Rent,Local,0,1.0,3,Phone,0,5064.808038,3.0,Compact,38260.80995,26577.08397,1,41.2,-92.88
15758,73.0,F,1.0,94,42900.0,1,1,Own,Highway,2,0.0,72,Phone,1,7317.734788,5.0,Compact,9538.997331,21380.45265,1,41.87,-94.67
29170,53.0,M,1.0,80,39705.0,1,0,Own,Local,0,0.0,22,Broker,1,7356.539922,7.0,Compact,56976.16873,36792.76127,0,39.6,-104.71
19897,46.0,M,1.0,86,38301.0,1,1,Rent,Local,0,1.0,51,Broker,1,8145.914811,1.0,Compact,30291.54812,26680.9098,0,40.42,-80.35
23400,62.0,F,0.0,84,41280.0,1,1,Rent,Highway,3,1.0,94,Broker,1,3223.856091,8.0,Large,14356.78927,15809.336,0,39.11,-77.69
7874,28.0,F,1.0,86,33317.0,1,0,Rent,Parking Lot,2,1.0,43,Online,1,2714.626441,4.0,Compact,23508.2857,3432.188682,1,41.01,-93.3
4155,30.0,F,0.0,28,34022.0,1,1,Rent,Local,0,0.0,86,Online,1,3813.502538,8.0,Compact,30364.3777,12579.46779,0,41.67,-93.24
4534,36.0,F,1.0,76,35839.0,1,1,Rent,Local,1,1.0,11,Broker,1,4836.117132,4.0,Compact,12918.77982,14588.88828,0,39.0,-77.95
23248,48.0,F,0.0,91,38716.0,1,1,Rent,Local,0,0.0,35,Phone,0,5761.56481,5.0,Compact,29328.56144,37819.75157,0,39.95,-105.14
2672,49.0,F,1.0,94,38903.0,0,1,Own,Parking Lot,0,0.0,86,Broker,1,3959.84712,7.0,Compact,29216.1547,11284.12485,0,33.45,-111.97
12202,34.0,F,1.0,82,35265.0,1,0,Own,Local,2,0.0,19,Broker,1,7443.268279,4.0,Compact,9995.428152,24927.60761,0,41.89,-93.53
25361,44.0,F,0.0,69,37847.0,1,1,Own,Highway,1,0.0,37,Phone,0,9201.151247,7.0,Compact,10192.89595,39876.87404,1,39.13,-77.71
21979,47.0,F,1.0,75,38498.0,1,1,Rent,Parking Lot,1,0.0,21,Online,1,7720.817899,3.0,Compact,22939.88468,14355.53556,0,38.67,-77.99
20675,61.0,M,0.0,84,41115.0,1,0,Rent,Local,0,0.0,23,Broker,0,4749.8363,6.0,Medium,22605.49751,15821.61307,0,38.77,-77.38
4683,47.0,M,0.0,66,38499.0,1,0,Rent,Parking Lot,0,1.0,46,Broker,1,3589.942965,7.0,Medium,23258.34239,18765.69621,0,42.05,-93.69
7812,38.0,M,0.0,81,36386.0,1,1,Rent,Local,0,0.0,95,Phone,1,3425.982083,10.0,Compact,7640.808982,29768.78164,0,33.5,-112.03
24822,33.0,M,1.0,78,34959.0,1,1,Rent,Local,2,0.0,43,Phone,1,6444.514309,7.0,Compact,40451.33596,14128.14835,0,40.35,-80.38
28844,50.0,M,1.0,86,39133.0,0,1,Own,Parking Lot,0,0.0,96,Phone,1,2778.826187,8.0,Medium,21775.79865,42135.05526,0,38.77,-77.38
4611,50.0,F,1.0,80,39131.0,1,0,Own,Parking Lot,0,0.0,74,Broker,1,2909.94939,4.0,Medium,27155.89018,26976.8196,0,42.02,-93.64
4897,41.0,F,1.0,83,37147.0,1,1,Own,Parking Lot,0,0.0,82,Broker,1,3268.391415,3.0,Compact,14323.45778,13833.26516,0,33.45,-112.09
28289,34.0,F,1.0,70,35262.0,1,0,Own,Local,0,0.0,50,Broker,0,3228.468144,9.0,Medium,18896.00063,9617.269238,1,39.0,-77.95
21380,64.0,M,1.0,73,41580.0,0,1,Rent,Parking Lot,1,0.0,0,Broker,1,3213.753978,3.0,Compact,23513.63518,7202.51523,0,39.86,-105.19
28275,32.0,M,1.0,75,34650.0,0,1,Own,Local,0,0.0,28,Phone,1,4499.800743,5.0,Large,9110.426888,8844.175875,0,33.5,-112.07
18446,39.0,F,0.0,78,36647.0,1,1,Own,Local,3,1.0,66,Phone,1,4773.488839,6.0,Medium,64643.70492,20220.96691,0,39.79,-104.7
4383,43.0,M,1.0,83,37613.0,1,1,Rent,Local,0,0.0,22,Phone,0,4258.880852,5.0,Large,19556.05569,13236.09459,0,41.51,-93.48
19761,45.0,F,0.0,49,38059.0,0,0,Rent,Local,0,1.0,96,Broker,1,4040.70705,5.0,Compact,26047.24534,25572.54556,0,39.88,-105.05
7490,42.0,M,0.0,64,37374.0,1,0,Rent,Parking Lot,0,0.0,35,Broker,1,3049.857702,3.0,Medium,13250.5742,16669.7892,1,33.55,-112.09
546,38.0,F,1.0,71,36361.0,1,1,Own,Parking Lot,0,0.0,97,Broker,0,2387.228159,1.0,Medium,46822.94874,36069.25949,0,41.71,-94.92
310,51.0,M,1.0,84,39321.0,1,0,Own,Highway,2,1.0,50,Phone,1,5308.094035,11.0,Compact,16792.65781,49550.97728,0,40.7,-93.36
6017,39.0,M,1.0,90,36637.0,1,1,Own,Highway,0,0.0,78,Phone,1,3043.611993,3.0,Compact,40683.17361,8106.089426,0,38.81,-77.9
23775,43.0,M,1.0,80,37617.0,1,1,Own,Parking Lot,1,0.0,9,Broker,0,1455.368729,6.0,Compact,40049.52888,12014.70997,0,42.05,-93.69
1358,54.0,M,0.0,88,39904.0,1,1,Own,Parking Lot,3,1.0,0,Phone,1,8373.303037,5.0,Compact,15414.52651,28470.90609,0,38.79,-77.53
727,42.0,M,1.0,52,37370.0,1,0,Rent,Highway,0,0.0,95,Broker,1,7050.867385,5.0,Medium,7664.194668,13450.67263,0,38.97,-77.73
8974,42.0,F,0.0,83,37372.0,1,0,Rent,Local,1,1.0,83,Phone,1,3969.669729,5.0,Compact,38325.45039,10163.80684,0,39.74,-104.78
14635,24.0,M,1.0,68,31787.0,1,0,Rent,Parking Lot,0,0.0,34,Online,0,8101.524347,5.0,Large,24144.85831,31380.07983,1,40.54,-79.8
8901,68.0,M,1.0,68,42197.0,1,1,Own,Parking Lot,0,0.0,11,Phone,1,1325.985302,5.0,Medium,32902.06795,13894.35544,0,42.02,-93.64
28132,30.0,M,1.0,79,34003.0,0,0,Own,Highway,0,1.0,52,Broker,0,10591.59301,3.0,Large,46797.27102,25378.32847,1,39.83,-105.04
29317,30.0,M,1.0,84,34018.0,1,0,Own,Local,0,1.0,92,Broker,1,3894.411121,6.0,Large,29904.02683,19558.61815,0,39.96,-105.14
7384,26.0,M,1.0,44,32592.0,1,1,Rent,Highway,0,0.0,88,Online,0,5387.387145,6.0,Compact,14638.14563,25950.23196,0,41.5,-94.64
25814,51.0,F,1.0,86,39320.0,1,0,Own,Highway,0,0.0,49,Broker,0,4186.213606,4.0,Medium,18853.85042,14944.90159,0,41.67,-93.24
5895,28.0,F,1.0,90,33321.0,1,1,Rent,Local,0,1.0,81,Online,1,6616.943095,5.0,Compact,2785.347011,19440.95703,0,39.66,-104.84
16026,55.0,M,1.0,77,40082.0,1,1,Rent,Local,0,0.0,19,Broker,1,6773.867928,4.0,Large,44172.04066,10069.99381,0,39.83,-105.04
13644,34.0,F,1.0,65,35283.0,1,0,Rent,Local,0,1.0,98,Phone,1,4398.179319,3.0,Large,33599.67912,21800.34247,0,38.79,-77.61
9998,34.0,F,1.0,77,35274.0,1,1,Own,Local,0,0.0,51,Phone,1,1947.893336,2.0,Large,14875.92832,27719.85453,0,39.36,-104.6
1670,26.0,M,0.0,92,32576.0,1,1,Rent,Local,0,0.0,100,Online,0,4246.636671,10.0,Compact,33461.49611,22983.45897,1,41.71,-94.92
18222,50.0,M,1.0,76,39119.0,1,0,Rent,Parking Lot,0,0.0,86,Phone,0,1962.497987,3.0,Large,16637.56414,38291.88896,0,40.64,-79.84
27025,54.0,M,1.0,86,39879.0,1,1,Own,Local,0,0.0,21,Online,0,3577.30081,1.0,Compact,19837.21119,30010.3852,0,39.86,-105.19
25611,29.0,M,1.0,79,33680.0,1,1,Rent,Highway,0,0.0,0,Online,0,5395.171989,4.0,Large,19988.04586,21866.24994,0,39.69,-104.81
17163,36.0,F,0.0,62,35818.0,0,1,Rent,Local,0,0.0,49,Broker,1,5283.446396,4.0,Large,23877.4925,33222.15691,0,39.04,-77.48
18442,57.0,M,0.0,51,40425.0,1,0,Own,Highway,3,0.0,19,Phone,0,4099.883097,3.0,Compact,25909.97937,53089.97159,0,41.71,-94.92
11284,27.0,F,0.0,56,32953.0,1,0,Rent,Local,0,1.0,83,Broker,1,3121.120326,4.0,Medium,11408.38486,10437.05744,0,40.63,-79.94
19924,52.0,M,1.0,57,39525.0,0,1,Own,Local,0,0.0,25,Broker,1,5890.966728,4.0,Large,11385.15915,11666.18931,0,42.02,-93.62
769,37.0,M,0.0,80,36112.0,1,0,Rent,Parking Lot,0,0.0,98,Broker,0,1163.655591,3.0,Medium,13753.42479,43130.38962,0,38.92,-77.35
16267,36.0,M,1.0,87,35831.0,1,0,Own,Parking Lot,0,0.0,35,Broker,0,2825.689558,6.0,Compact,12570.73019,31705.0922,0,42.02,-93.62
2359,49.0,F,1.0,89,38920.0,1,0,Rent,Highway,0,0.0,92,Broker,1,4734.219574,4.0,Large,15267.51665,26791.69354,0,39.47,-103.95
6427,50.0,M,1.0,87,39121.0,1,1,Rent,Parking Lot,2,0.0,7,Broker,1,5308.135394,4.0,Compact,8981.245651,14102.05607,0,41.9,-93.3
20939,31.0,M,0.0,82,34344.0,0,0,Own,Highway,0,0.0,76,Broker,0,5663.777068,1.0,Medium,17187.64953,29714.98582,0,40.54,-79.8
6168,29.0,F,1.0,76,33671.0,0,0,Rent,Parking Lot,1,0.0,88,Online,0,5153.31986,5.0,Large,14340.04197,21961.83341,0,40.69,-80.3
21156,40.0,M,1.0,50,36881.0,0,0,Own,Local,0,0.0,48,Phone,1,4053.191377,6.0,Medium,22873.91399,29835.92962,0,40.31,-80.12
11086,47.0,M,1.0,61,38487.0,1,0,Rent,Parking Lot,0,0.0,91,Online,0,6728.925518,11.0,Compact,13442.55117,23134.13842,0,40.69,-80.3
12566,53.0,F,0.0,75,39706.0,1,0,Rent,Local,0,0.0,50,Phone,0,5895.079398,3.0,Large,40685.11546,32626.58908,0,41.71,-94.92
8201,36.0,M,1.0,55,35842.0,1,0,Rent,Local,0,0.0,10,Phone,0,8280.834173,4.0,Compact,22383.00885,14149.21318,1,38.84,-77.44
11744,79.0,M,0.0,92,43682.0,1,0,Own,Parking Lot,3,0.0,50,Phone,1,1472.498069,5.0,Compact,21916.68868,25273.31443,0,33.5,-112.08
9646,45.0,M,1.0,73,38072.0,1,1,Rent,Local,2,0.0,91,Phone,1,5735.792468,6.0,Medium,19594.07255,6104.436143,1,40.38,-80.39
24813,37.0,M,1.0,82,36101.0,1,0,Own,Highway,1,1.0,79,Phone,1,3348.26822,5.0,Medium,29924.80883,11383.9298,0,40.38,-80.39
9249,42.0,M,0.0,72,37382.0,0,1,Rent,Local,0,0.0,50,Broker,0,5243.737168,6.0,Large,18357.14363,9931.069794,1,39.66,-104.84
26737,55.0,F,1.0,43,40087.0,1,0,Rent,Local,1,0.0,83,Broker,0,2562.249387,4.0,Medium,19847.05146,47299.15443,0,41.39,-95.01
2562,23.0,M,0.0,69,31359.0,1,1,Rent,Highway,0,0.0,78,Online,0,6535.571049,2.0,Medium,8231.011784,28630.9268,0,42.11,-92.98
15965,49.0,F,1.0,96,38911.0,0,0,Own,Local,1,0.0,24,Phone,1,4041.591201,4.0,Compact,23855.48762,20756.40491,0,41.01,-93.3
29601,51.0,F,0.0,50,39339.0,1,1,Own,Local,0,0.0,87,Broker,0,6807.694638,3.0,Compact,25610.23357,8057.286281,0,39.85,-105.13
25347,35.0,F,1.0,53,35555.0,0,1,Rent,Parking Lot,0,0.0,94,Online,0,9287.646924,1.0,Compact,31102.51702,21459.08426,0,40.38,-79.81
2334,43.0,M,1.0,54,37627.0,1,1,Own,Parking Lot,1,0.0,100,Phone,1,3320.816144,4.0,Compact,19560.00511,11774.77863,0,41.2,-92.88
4597,37.0,M,1.0,88,36110.0,0,1,Rent,Local,0,0.0,53,Phone,1,1668.046408,5.0,Medium,8950.889785,20676.20759,1,33.62,-112.0
17061,36.0,M,1.0,98,35844.0,1,1,Own,Local,0,1.0,42,Phone,1,4722.093426,7.0,Large,31604.30475,24586.86755,0,42.03,-93.65
24447,35.0,F,1.0,92,35547.0,0,0,Rent,Parking Lot,0,0.0,15,Broker,1,4916.895807,5.0,Medium,34669.75422,22721.82596,0,33.63,-112.15
27495,44.0,F,0.0,57,37844.0,0,0,Rent,Local,0,1.0,86,Broker,1,2924.705749,3.0,Compact,11224.64478,10066.041,0,39.79,-104.7
14499,63.0,F,1.0,30,41458.0,0,0,Rent,Local,0,0.0,40,Online,1,4630.593821,8.0,Medium,11316.40326,11109.18014,0,39.37,-104.85
12705,44.0,M,0.0,58,37853.0,1,1,Own,Highway,0,0.0,23,Phone,0,7392.365509,5.0,Compact,26802.2125,7862.663581,1,40.61,-80.25
29574,33.0,M,0.0,44,34971.0,1,0,Rent,Local,0,1.0,22,Broker,1,2958.761654,3.0,Large,7330.658508,11510.726,0,39.45,-104.85
18322,41.0,M,1.0,80,37136.0,1,0,Rent,Local,0,0.0,0,Phone,1,3358.00121,7.0,Large,19415.48077,14248.23518,0,41.71,-94.92
3196,44.0,M,1.0,85,37827.0,0,1,Rent,Local,2,0.0,34,Phone,1,5895.294627,1.0,Compact,33590.74782,19119.70532,1,39.79,-105.11
21474,40.0,F,1.0,81,36895.0,0,1,Rent,Local,3,0.0,79,Broker,1,9257.919694,4.0,Large,33028.22802,11403.66367,1,40.35,-79.89
23597,47.0,F,1.0,74,38486.0,0,0,Own,Local,5,0.0,92,Broker,1,5313.55757,1.0,Compact,35171.74256,26467.78363,1,39.95,-105.14
26314,41.0,F,1.0,60,37136.0,0,1,Own,Local,1,1.0,50,Broker,0,3721.282046,5.0,Compact,19678.53684,26949.3965,0,38.75,-77.43
14533,35.0,F,1.0,80,35538.0,1,0,Own,Local,2,0.0,87,Broker,0,3274.089199,7.0,Medium,31292.45111,8094.05029,0,39.82,-105.1
19057,50.0,F,1.0,74,39110.0,1,1,Rent,Parking Lot,0,0.0,52,Broker,1,5877.130151,1.0,Medium,23105.84567,32053.20733,0,42.05,-93.87
27074,55.0,M,0.0,74,40067.0,1,1,Own,Highway,0,0.0,100,Online,0,4279.755401,9.0,Compact,2864.260637,9538.630415,0,41.71,-94.92
6025,34.0,M,1.0,75,35273.0,0,0,Rent,Parking Lot,0,0.0,93,Broker,0,3644.491439,4.0,Compact,21816.40521,11212.79816,0,38.92,-77.5
23625,66.0,M,0.0,35,41881.0,0,0,Rent,Local,1,1.0,5,Phone,1,6411.806133,7.0,Large,14875.31841,55220.10381,0,40.61,-80.25
24845,39.0,M,1.0,71,36635.0,1,1,Own,Highway,6,0.0,93,Broker,1,2264.145654,1.0,Large,30469.94626,14756.96157,0,33.3,-112.1
2836,65.0,F,0.0,62,41733.0,1,0,Rent,Highway,1,0.0,22,Broker,1,6158.913701,6.0,Medium,37079.75613,36173.65097,0,33.48,-112.25
13467,28.0,M,0.0,71,33323.0,0,0,Rent,Highway,0,1.0,40,Online,1,2588.102817,9.0,Large,31027.68793,17629.66973,0,39.22,-104.53
26854,51.0,F,1.0,77,39295.0,1,1,Own,Highway,0,0.0,0,Phone,1,5134.560249,3.0,Compact,74322.44407,14981.50917,0,40.63,-93.45
2366,59.0,M,0.0,61,40784.0,1,0,Own,Parking Lot,0,0.0,100,Broker,1,4706.058682,5.0,Compact,32905.80528,29196.81476,0,39.83,-105.04
14648,48.0,M,1.0,68,38709.0,0,0,Own,Local,0,1.0,99,Phone,1,6598.332533,1.0,Medium,20925.84871,24303.34447,0,40.42,-80.35
21249,33.0,F,1.0,77,34981.0,1,0,Own,Highway,0,1.0,8,Phone,0,2608.348375,5.0,Medium,22378.19904,21252.16975,0,42.02,-93.62
29648,34.0,F,1.0,60,35258.0,0,0,Own,Highway,0,1.0,4,Broker,0,2663.115441,3.0,Compact,38583.96067,24853.97493,0,41.51,-93.48
15258,26.0,M,1.0,71,32581.0,1,1,Rent,Local,2,1.0,94,Online,1,5672.413512,5.0,Compact,16573.65525,24147.98967,0,38.97,-77.74
15578,48.0,M,1.0,88,38716.0,0,0,Own,Highway,3,0.0,66,Online,1,5060.975292,4.0,Large,8834.922899,9416.05823,1,40.61,-80.25
12198,36.0,M,1.0,45,35835.0,1,1,Own,Highway,0,1.0,27,Phone,1,4694.833893,4.0,Medium,11043.88431,52007.4235,0,39.89,-105.11
29704,35.0,F,1.0,85,35545.0,1,1,Own,Parking Lot,0,1.0,79,Broker,1,4032.785279,4.0,Compact,28473.37031,13797.85581,0,33.59,-112.1
9619,84.0,M,1.0,65,44297.0,1,1,Own,Highway,0,0.0,62,Online,0,3601.588764,6.0,Medium,27462.47604,21309.54445,0,42.01,-93.31
29629,64.0,M,1.0,88,41598.0,1,0,Own,Local,1,0.0,98,Broker,1,4049.572083,7.0,Compact,17290.66293,19776.99316,0,38.84,-77.44
19972,30.0,M,1.0,69,34000.0,1,1,Rent,Highway,0,0.0,50,Broker,0,2316.997599,5.0,Compact,31073.9294,25662.71019,0,38.75,-77.43
29700,46.0,F,0.0,74,38298.0,1,1,Own,Local,3,1.0,0,Broker,1,6488.345597,3.0,Compact,20474.08876,34867.23925,0,39.11,-77.83
12627,59.0,M,1.0,75,40782.0,1,0,Own,Local,1,0.0,66,Broker,1,5847.791275,6.0,Medium,15678.21584,19644.17652,0,40.13,-79.9
22815,24.0,F,1.0,76,31784.0,1,0,Rent,Local,2,0.0,83,Online,1,2918.982102,2.0,Compact,21300.62663,20241.73772,0,39.89,-105.11
26289,36.0,F,0.0,87,35831.0,0,1,Own,Highway,0,0.0,63,Broker,0,7732.134877,6.0,Compact,38125.25047,31011.45108,0,38.92,-77.35
20729,55.0,F,1.0,10,40088.0,1,1,Rent,Local,0,1.0,49,Broker,0,6594.578558,7.0,Medium,26569.52092,8494.607106,0,39.88,-104.8
13278,55.0,M,1.0,83,40068.0,1,1,Own,Local,0,0.0,25,Phone,1,2381.148104,5.0,Compact,26503.59938,22673.85437,0,38.92,-77.35
1606,29.0,M,1.0,86,33668.0,0,0,Rent,Local,2,0.0,34,Online,1,7262.798356,4.0,Medium,22826.36422,16323.74215,0,41.18,-93.15
17556,49.0,M,1.0,59,38896.0,1,0,Own,Local,0,0.0,0,Phone,0,3913.473858,7.0,Large,17243.90294,16047.70276,0,40.29,-79.88
18433,43.0,M,1.0,86,37620.0,0,1,Own,Highway,2,0.0,100,Phone,0,5583.244523,1.0,Large,15849.18191,17002.45827,0,39.89,-105.11
19998,33.0,F,1.0,94,34962.0,1,1,Rent,Parking Lot,1,0.0,50,Broker,1,8249.14491,4.0,Medium,13520.74783,24774.13278,0,33.46,-111.98
19437,59.0,M,1.0,31,40765.0,1,0,Own,Parking Lot,0,0.0,50,Phone,0,1570.818099,4.0,Compact,13298.33454,28709.96228,0,38.97,-77.64
8136,40.0,M,0.0,76,36890.0,0,0,Own,Local,0,0.0,97,Phone,1,3620.403143,4.0,Medium,13796.80356,30839.09946,0,40.58,-79.78
15390,27.0,F,0.0,82,32953.0,0,0,Rent,Highway,0,0.0,7,Online,1,4628.99553,0.0,Compact,25894.54716,23810.83185,0,39.86,-104.86
9531,54.0,F,1.0,86,39884.0,1,0,Own,Local,0,1.0,98,Broker,1,5153.474892,6.0,Compact,25441.97435,9022.413546,0,33.68,-112.09
21788,28.0,F,1.0,54,33326.0,0,0,Rent,Local,0,0.0,76,Phone,0,4570.395248,6.0,Medium,21722.55555,24652.63901,0,40.38,-80.39
6707,48.0,F,1.0,52,38713.0,1,0,Rent,Parking Lot,1,0.0,95,Broker,0,8641.737713,2.0,Compact,28685.85507,11359.27409,0,33.5,-112.14
16322,47.0,F,1.0,94,38502.0,1,1,Rent,Highway,0,1.0,43,Online,0,5555.439468,0.0,Medium,15869.73506,11097.81345,0,39.94,-105.28
6820,61.0,M,1.0,49,41114.0,0,1,Rent,Local,0,0.0,1,Broker,0,5596.053727,4.0,Compact,29592.05514,27455.73246,0,41.18,-93.15
10388,67.0,M,0.0,78,42049.0,0,1,Own,Local,0,1.0,5,Broker,0,4153.427851,3.0,Large,10343.49836,25937.43013,0,40.54,-79.8
4824,50.0,F,1.0,72,39122.0,1,1,Rent,Highway,0,0.0,1,Broker,0,4829.70433,3.0,Compact,19688.60938,24195.5257,0,39.69,-104.81
12775,64.0,M,0.0,92,41614.0,0,1,Rent,Parking Lot,1,0.0,79,Phone,1,4471.853948,4.0,Large,28888.85384,30152.38252,0,38.97,-77.74
7671,58.0,F,1.0,77,40590.0,0,1,Rent,Parking Lot,2,0.0,100,Phone,1,3244.466096,2.0,Compact,18616.10405,8066.336205,0,33.56,-112.0
28807,43.0,M,1.0,72,37603.0,1,0,Own,Local,0,0.0,62,Phone,0,4012.37591,4.0,Large,18244.35133,5557.327758,0,39.82,-105.1
14248,55.0,M,1.0,87,40074.0,1,0,Own,Highway,0,0.0,42,Broker,0,5991.245321,9.0,Medium,12391.29404,10565.75277,0,38.92,-77.35
24256,44.0,M,1.0,81,37831.0,1,1,Own,Local,0,0.0,90,Phone,1,5796.736483,6.0,Compact,8706.63999,14585.66004,0,38.67,-77.99
25144,49.0,F,1.0,75,38919.0,1,1,Own,Parking Lot,0,0.0,100,Phone,1,2696.56968,5.0,Medium,7948.449817,9519.073848,0,41.01,-93.3
25632,45.0,F,1.0,63,38059.0,1,1,Rent,Local,0,1.0,99,Phone,0,3913.387017,5.0,Large,22132.97402,14010.06117,0,39.04,-77.48
20840,46.0,M,0.0,81,38278.0,1,1,Rent,Local,1,0.0,49,Broker,0,2566.628851,5.0,Compact,49397.6861,7689.515963,0,39.11,-77.69
14405,45.0,M,1.0,59,38070.0,1,0,Own,Highway,0,1.0,92,Broker,0,5466.319573,8.0,Medium,25300.93263,56862.31487,0,40.37,-80.23
16616,43.0,F,0.0,85,37635.0,1,0,Rent,Local,0,0.0,92,Broker,0,12127.46691,5.0,Large,14353.41471,36428.35382,0,33.63,-112.11
10303,50.0,M,1.0,62,39127.0,1,1,Own,Parking Lot,0,0.0,57,Broker,1,3097.651432,2.0,Large,46590.40219,17791.6001,0,41.51,-93.48
26354,26.0,F,0.0,78,32589.0,1,0,Rent,Local,1,0.0,1,Online,1,6845.657526,2.0,Compact,20124.93267,14192.64072,0,40.63,-80.22
18035,33.0,F,0.0,58,34955.0,0,0,Own,Local,1,0.0,3,Phone,1,5943.517588,4.0,Medium,9183.023811,28194.11801,0,41.61,-94.02
16253,66.0,M,1.0,85,41897.0,1,1,Own,Parking Lot,0,0.0,1,Broker,0,6737.3182,4.0,Compact,9595.662355,40945.43492,0,39.88,-105.05
13181,59.0,M,1.0,65,40768.0,0,1,Rent,Parking Lot,0,1.0,54,Phone,1,5793.482268,9.0,Compact,30450.38847,29657.62856,0,40.7,-93.36
20710,39.0,M,1.0,86,36644.0,1,0,Rent,Local,0,0.0,35,Broker,0,9049.809377,5.0,Large,37269.74243,50507.96706,1,39.22,-104.53
12727,50.0,M,1.0,76,39132.0,1,1,Rent,Local,0,0.0,31,Broker,0,5362.191208,6.0,Compact,23409.44814,32894.08874,0,33.4,-112.02
4157,24.0,M,1.0,89,31755.0,1,0,Rent,Parking Lot,0,0.0,24,Online,0,5387.74562,6.0,Compact,22983.81595,46269.36385,0,38.92,-77.35
24907,40.0,M,1.0,73,36891.0,1,0,Own,Local,0,0.0,15,Phone,0,4487.162242,3.0,Compact,16596.58569,23153.11678,0,39.11,-77.83
14130,54.0,M,1.0,81,39881.0,1,1,Rent,Local,0,0.0,99,Broker,1,2801.947311,3.0,Medium,58162.7365,15504.99566,0,40.12,-79.86
