,claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud,latitude,longitude,claim_year,claim_month,claim_day,claim_weekofyear,claim_weekday,claim_weekend,elapsed_time,rating_per_claim
116,186,48.0,F,1.0,38,38717.0,1,1,Own,85030,2015-07-21,Highway,1,0.0,0,Broker,1,3342.76429,3.0,Large,18511.4928,gray,13840.751409999999,0,33.45,-112.07,2015,7,21,30,1,0,895,19.0
117,187,33.0,M,0.0,77,34962.0,1,1,Rent,15001,2016-10-22,Local,1,0.0,22,Phone,0,3104.452494,2.0,Compact,42454.157139999996,white,22338.93711,0,40.61,-80.25,2016,10,22,42,5,1,436,38.5
118,188,54.0,F,1.0,85,39895.0,1,1,Own,50022,2016-07-29,Local,1,0.0,31,Online,1,2461.691792,4.0,Medium,9410.239639,blue,27203.35031,0,41.39,-95.01,2016,7,29,30,4,0,521,42.5
119,189,55.0,M,1.0,66,40082.0,1,1,Own,80022,2016-02-03,Local,0,1.0,35,Broker,0,3029.561522,5.0,Compact,8920.516431999999,black,24350.10476,0,39.88,-104.8,2016,2,3,5,2,0,698,66.0
120,190,48.0,M,1.0,98,38696.0,1,0,Own,85053,2015-01-31,Parking Lot,0,1.0,50,Phone,1,2713.186754,9.0,Large,11178.16212,black,30078.0509,0,33.62,-112.13,2015,1,31,5,5,1,1066,98.0
121,193,39.0,F,1.0,74,36639.0,1,0,Rent,20104,2016-03-29,Local,1,0.0,43,Phone,1,5034.105527000001,4.0,Compact,19699.5148,black,48433.9752,1,38.92,-77.35,2016,3,29,13,1,0,643,37.0
122,194,34.0,M,0.0,64,35268.0,0,0,Own,50021,2015-05-20,Local,1,1.0,6,Broker,1,4495.366963,6.0,Medium,16683.05473,other,15895.94911,0,41.72,-93.6,2015,5,20,21,2,0,957,32.0
123,195,56.0,F,1.0,84,40273.0,1,1,Rent,20118,2016-02-21,Local,0,0.0,0,Phone,1,4958.121964,7.0,Compact,15791.4311,red,21267.48745,0,38.97,-77.74,2016,2,21,7,6,1,680,84.0
124,197,41.0,F,1.0,84,37138.0,1,1,Own,15025,2016-11-27,Local,0,0.0,87,Phone,0,8846.651091,4.0,Medium,16976.0845,other,37082.79289,0,40.29,-79.88,2016,11,27,47,6,1,400,84.0
125,199,29.0,F,1.0,51,33681.0,1,1,Rent,20135,2016-04-25,Parking Lot,1,0.0,5,Online,1,2116.21426,2.0,Medium,38921.34216,other,10843.09725,0,39.11,-77.83,2016,4,25,17,0,0,616,25.5
126,200,46.0,M,0.0,90,38284.0,1,0,Rent,15030,2016-04-22,Local,2,0.0,0,Broker,1,2817.3744829999996,5.0,Large,15948.27634,blue,36568.61619,0,40.58,-79.78,2016,4,22,16,4,0,619,30.0
127,204,34.0,F,1.0,71,35264.0,0,0,Own,20132,2016-02-24,Local,0,1.0,15,Broker,1,7040.934617,5.0,Medium,19299.128109999998,red,18551.98922,0,39.13,-77.71,2016,2,24,8,2,0,677,71.0
128,208,55.0,F,0.0,67,40088.0,1,1,Own,50054,2016-03-05,Local,0,0.0,2,Phone,0,2369.16912,6.0,Compact,24521.08786,blue,4651.624374,0,41.67,-93.24,2016,3,5,9,5,1,667,67.0
129,209,45.0,F,1.0,77,38079.0,1,1,Own,50002,2015-10-01,Parking Lot,0,0.0,61,Broker,0,5703.399697,2.0,Compact,11123.72718,white,15577.159119999998,0,41.5,-94.64,2015,10,1,40,3,0,823,77.0
130,210,53.0,F,0.0,63,39696.0,1,1,Own,50025,2015-01-02,Highway,0,0.0,79,Online,1,7317.038348,2.0,Compact,40300.982189999995,red,28176.306510000002,0,41.71,-94.92,2015,1,2,1,4,0,1095,63.0
131,211,32.0,M,1.0,81,34668.0,1,0,Rent,80110,2015-10-25,Highway,2,0.0,49,Phone,1,6985.534406999999,3.0,Compact,28568.519519999998,gray,11101.0379,0,39.64,-104.99,2015,10,25,43,6,1,799,27.0
132,213,54.0,M,1.0,83,39892.0,1,1,Rent,15006,2015-04-03,Highway,0,1.0,55,Phone,1,2561.1500579999997,7.0,Medium,4281.449844,silver,13549.108919999999,0,40.63,-79.88,2015,4,3,14,4,0,1004,83.0
133,214,40.0,M,0.0,74,36882.0,1,0,Rent,80035,2016-07-22,Local,0,1.0,91,Phone,1,4953.767076,2.0,Compact,18877.34856,other,27404.077119999998,0,39.88,-105.05,2016,7,22,29,4,0,528,74.0
134,215,41.0,F,1.0,68,37133.0,1,0,Rent,85020,2016-01-14,Parking Lot,0,0.0,99,Phone,0,5914.754935,7.0,Medium,14950.520390000001,white,34541.4241,0,33.57,-112.05,2016,1,14,2,3,0,718,68.0
135,216,52.0,M,1.0,73,39505.0,1,0,Own,15021,2015-07-28,Local,3,0.0,77,Phone,0,2275.165594,8.0,Medium,26074.25929,silver,16176.90248,0,40.38,-80.39,2015,7,28,31,1,0,888,18.25
136,217,56.0,M,0.0,86,40266.0,1,0,Rent,15021,2015-06-14,Parking Lot,1,0.0,17,Phone,1,3968.530851,10.0,Medium,8148.66297,silver,38556.39829,0,40.38,-80.39,2015,6,14,24,6,1,932,43.0
137,219,34.0,M,0.0,62,35269.0,1,1,Own,80014,2015-12-31,Parking Lot,0,0.0,50,Broker,1,5789.134785,5.0,Large,25412.592940000002,silver,15757.35108,0,39.66,-104.84,2015,12,31,53,3,0,732,62.0
138,220,35.0,M,0.0,56,35553.0,0,1,Rent,80033,2016-01-21,Parking Lot,0,1.0,38,Phone,0,2979.6098629999997,6.0,Large,18407.653309999998,gray,50462.450710000005,0,39.77,-105.09,2016,1,21,3,3,0,711,56.0
139,221,36.0,F,1.0,84,35846.0,0,0,Rent,15020,2015-08-06,Local,1,0.0,39,Broker,1,6152.627332999999,6.0,Medium,8370.168773000001,red,22698.38452,0,40.23,-79.95,2015,8,6,32,3,0,879,42.0
140,222,38.0,M,0.0,73,36377.0,1,0,Rent,80033,2015-04-06,Local,0,1.0,0,Broker,1,5629.780509,4.0,Large,24109.76685,black,38976.462230000005,0,39.77,-105.09,2015,4,6,15,0,0,1001,73.0
141,223,52.0,M,1.0,52,39522.0,1,0,Own,50040,2016-02-14,Local,0,,50,Broker,1,5772.098497999999,13.0,Large,17774.4215,white,5646.334021,0,42.17,-94.1,2016,2,14,6,6,1,687,52.0
142,227,35.0,M,1.0,82,35546.0,1,1,Own,50003,2016-02-13,Parking Lot,4,0.0,25,Phone,1,4698.815476,5.0,Large,10280.04144,white,11468.8452,0,41.61,-94.02,2016,2,13,6,5,1,688,16.4
143,228,34.0,F,1.0,97,35268.0,1,1,Own,20120,2016-09-15,Local,0,0.0,12,Broker,1,1634.8392509999999,3.0,Compact,26726.72534,silver,17240.26451,1,38.84,-77.44,2016,9,15,37,3,0,473,97.0
144,230,20.0,M,0.0,71,29954.0,1,1,Rent,50012,2015-04-16,Local,0,1.0,49,Phone,1,3437.45185,7.0,Compact,31812.19033,black,16692.14338,0,42.03,-93.65,2015,4,16,16,3,0,991,71.0
145,232,22.0,F,1.0,98,30906.0,0,0,Rent,50029,2015-02-17,Local,0,0.0,45,Phone,0,6959.449217,4.0,Medium,27505.168869999998,other,13140.30695,0,41.85,-94.55,2015,2,17,8,1,0,1049,98.0
146,233,62.0,M,1.0,85,41270.0,1,0,Own,20106,2016-12-08,Local,3,0.0,80,Phone,1,5693.607468,8.0,Compact,38790.10093,gray,13387.79056,0,38.67,-77.99,2016,12,8,49,3,0,389,21.25
147,235,34.0,F,1.0,96,35265.0,1,1,Own,85029,2016-01-09,Highway,2,0.0,50,Phone,0,4229.660181,3.0,Compact,43115.6692,black,29369.68377,0,33.59,-112.1,2016,1,9,1,5,1,723,32.0
148,236,56.0,M,1.0,88,40250.0,0,0,Rent,85001,2015-02-07,Local,0,0.0,94,Phone,1,5750.805851,4.0,Medium,46795.6081,white,15226.53732,0,33.45,-112.06,2015,2,7,6,5,1,1059,88.0
149,237,32.0,F,0.0,85,34648.0,1,1,Own,85080,2016-05-14,Parking Lot,0,0.0,76,Phone,0,2702.4325489999997,5.0,Compact,21789.75994,other,18700.9019,0,33.63,-112.11,2016,5,14,19,5,1,597,85.0
150,238,50.0,F,1.0,89,39128.0,1,0,Rent,50057,2015-03-01,Parking Lot,1,0.0,99,Broker,0,6189.95955,6.0,Compact,12527.84909,blue,20439.676040000002,0,41.18,-93.15,2015,3,1,9,6,1,1037,44.5
151,241,80.0,M,0.0,59,43828.0,1,0,Own,20159,2015-06-21,Parking Lot,0,0.0,84,Phone,0,4185.8390039999995,1.0,Compact,9203.338836,black,22017.815280000003,0,39.13,-77.66,2015,6,21,25,6,1,925,59.0
152,242,51.0,M,1.0,63,39326.0,1,1,Own,50036,2015-07-05,Parking Lot,2,0.0,80,Broker,1,1911.01975,2.0,Compact,53162.50515,silver,19582.85249,0,42.05,-93.87,2015,7,5,27,6,1,911,21.0
153,245,52.0,M,0.0,74,39522.0,1,0,Rent,85042,2015-01-12,Local,0,0.0,13,Broker,0,6412.88499,5.0,Large,24187.8776,black,17139.19053,0,33.37,-112.03,2015,1,12,3,0,0,1085,74.0
154,248,48.0,F,1.0,25,38707.0,0,0,Rent,80005,2015-05-23,Local,0,0.0,50,Broker,1,3404.837697,1.0,Large,18189.112569999998,silver,11611.15328,0,39.85,-105.13,2015,5,23,21,5,1,954,25.0
155,256,47.0,M,1.0,95,38502.0,0,0,Own,85008,2016-08-20,Highway,2,1.0,100,Phone,1,3762.7742340000004,2.0,Medium,9292.721034999999,silver,20914.33802,0,33.46,-111.98,2016,8,20,33,5,1,499,31.666666666666668
156,257,25.0,M,0.0,75,32203.0,1,1,Rent,85074,2015-08-04,Parking Lot,2,0.0,0,Online,0,4653.153173,3.0,Medium,82404.59158,black,18950.39313,0,33.45,-112.09,2015,8,4,32,1,0,881,25.0
157,258,48.0,F,1.0,72,38715.0,1,0,Rent,80020,2016-10-04,Local,0,0.0,76,Broker,1,2635.051395,5.0,Large,31497.50588,gray,32584.73013,0,39.94,-105.06,2016,10,4,40,1,0,454,72.0
158,260,34.0,F,1.0,78,35257.0,0,1,Own,20163,2016-04-20,Local,2,0.0,64,Broker,0,6612.770279,8.0,Large,21568.53426,silver,25739.78456,0,39.0,-77.4,2016,4,20,16,2,0,621,26.0
159,261,37.0,M,1.0,89,36107.0,0,1,Rent,20103,2016-10-05,Highway,1,1.0,83,Broker,1,2564.3092699999997,5.0,Large,14136.45386,other,33443.971,0,38.92,-77.35,2016,10,5,40,2,0,453,44.5
160,262,38.0,M,0.0,61,36374.0,1,1,Own,80018,2015-06-01,Highway,1,0.0,10,Phone,1,4599.9776950000005,3.0,Compact,11219.44187,gray,12576.6895,0,39.69,-104.69,2015,6,1,23,0,0,945,30.5
161,266,52.0,M,1.0,84,39509.0,1,0,Rent,20147,2015-12-13,Highway,0,1.0,3,Phone,1,6011.649372,6.0,Medium,22527.25849,blue,12877.42713,0,39.04,-77.48,2015,12,13,50,6,1,750,84.0
162,268,44.0,F,0.0,81,37841.0,1,1,Own,20107,2016-09-11,Local,1,0.0,0,Phone,1,3411.9352729999996,5.0,Large,44758.48747,red,44783.254310000004,1,38.96,-77.52,2016,9,11,36,6,1,477,40.5
163,271,33.0,F,1.0,67,34980.0,1,1,Own,85037,2016-03-27,Local,0,0.0,50,Phone,1,7533.21834,3.0,Large,21992.21936,black,24978.47619,0,33.48,-112.25,2016,3,27,12,6,1,645,67.0
164,274,49.0,F,0.0,79,38931.0,1,1,Own,20109,2015-09-26,Parking Lot,1,0.0,50,Broker,1,8592.558578,6.0,Compact,14693.0375,red,16483.78137,1,38.79,-77.53,2015,9,26,39,5,1,828,39.5
165,275,60.0,F,1.0,71,40952.0,1,0,Own,50038,2015-10-23,Parking Lot,1,0.0,70,Broker,1,4998.742216,6.0,Compact,61685.36327,black,28952.12913,0,41.53,-93.9,2015,10,23,43,4,0,801,35.5
166,277,52.0,M,1.0,50,39500.0,1,0,Rent,80031,2015-05-22,Parking Lot,0,,8,Phone,0,2990.342285,4.0,Medium,19211.60627,blue,26202.708580000002,0,39.88,-105.05,2015,5,22,21,4,0,955,50.0
167,278,65.0,F,0.0,28,41743.0,1,0,Rent,15005,2016-03-24,Parking Lot,0,1.0,3,Broker,1,3204.851078,4.0,Large,9196.361108,silver,14926.23874,0,40.63,-80.22,2016,3,24,12,3,0,648,28.0
168,279,47.0,F,1.0,82,38511.0,1,1,Rent,50009,2015-12-07,Highway,4,0.0,93,Phone,1,10563.01678,6.0,Large,13428.662180000001,other,15892.887380000002,0,41.65,-93.47,2015,12,7,50,0,0,756,16.4
169,280,40.0,M,1.0,89,36891.0,0,0,Rent,20165,2016-08-26,Local,0,0.0,94,Phone,1,6250.153028,3.0,Medium,16365.914030000002,gray,39092.42649,0,39.06,-77.39,2016,8,26,34,4,0,493,89.0
170,283,38.0,F,1.0,67,36369.0,1,0,Rent,80026,2015-02-07,Local,0,0.0,50,Broker,1,9063.804962999999,4.0,Compact,22138.37828,gray,47412.80332,0,39.99,-105.09,2015,2,7,6,5,1,1059,67.0
171,284,44.0,F,1.0,67,37833.0,1,1,Own,15012,2016-01-05,Highway,1,1.0,95,Broker,1,3075.579175,8.0,Medium,22154.90606,red,32911.57387,0,40.12,-79.86,2016,1,5,1,1,0,727,33.5
172,285,52.0,M,1.0,87,39511.0,1,0,Rent,50022,2016-12-27,Local,0,0.0,1,Broker,1,1937.791819,7.0,Compact,29189.09873,white,5044.125448,0,41.39,-95.01,2016,12,27,52,1,0,370,87.0
173,287,43.0,M,1.0,71,37611.0,1,1,Rent,80012,2016-12-07,Local,1,0.0,50,Phone,1,6650.958686999999,5.0,Medium,18972.583880000002,gray,24648.503569999997,0,39.69,-104.81,2016,12,7,49,2,0,390,35.5
174,288,44.0,M,0.0,22,37839.0,0,0,Rent,80025,2015-03-31,Local,1,0.0,50,Phone,0,11151.03374,4.0,Medium,17982.37331,white,14789.272809999999,1,39.94,-105.28,2015,3,31,14,1,0,1007,11.0
175,292,33.0,M,1.0,88,34971.0,1,0,Rent,85010,2015-01-01,Parking Lot,0,0.0,47,Broker,0,2398.934033,3.0,Medium,11090.996720000001,black,25922.991169999998,0,33.46,-111.98,2015,1,1,1,3,0,1096,88.0
176,294,37.0,F,1.0,29,36119.0,1,0,Rent,50041,2015-06-28,Local,1,0.0,1,Phone,0,4734.887193,6.0,Large,26761.510280000002,other,18552.79651,0,42.64,-93.25,2015,6,28,26,6,1,918,14.5
177,295,44.0,F,1.0,88,37838.0,1,1,Rent,15025,2015-06-30,Parking Lot,0,0.0,73,Broker,0,2917.494285,4.0,Large,9840.458214,silver,21915.61118,0,40.29,-79.88,2015,6,30,27,1,0,916,88.0
178,296,45.0,F,1.0,79,38084.0,1,1,Rent,20115,2016-07-22,Local,0,0.0,82,Phone,1,3209.0170190000003,4.0,Medium,7548.164118000001,red,35462.550610000006,0,38.87,-77.85,2016,7,22,29,4,0,528,79.0
179,298,45.0,M,0.0,79,38070.0,0,1,Own,50044,2015-08-23,Highway,0,0.0,49,Broker,1,3840.9005490000004,6.0,Large,25697.49632,red,38291.77575,1,41.2,-92.88,2015,8,23,34,6,1,862,79.0
180,299,41.0,F,1.0,69,37157.0,1,0,Rent,50008,2015-04-01,Parking Lot,0,0.0,18,Broker,1,6717.4955709999995,7.0,Large,42376.851689999996,white,11422.32697,0,40.7,-93.36,2015,4,1,14,2,0,1006,69.0
181,300,28.0,M,1.0,91,33301.0,1,1,Rent,20132,2015-11-13,Highway,0,0.0,19,Online,0,2642.6717670000003,4.0,Compact,18974.714640000002,red,33214.944339999995,0,39.13,-77.71,2015,11,13,46,4,0,780,91.0
182,301,32.0,F,1.0,71,34661.0,0,1,Rent,15060,2016-05-04,Parking Lot,0,0.0,58,Online,0,6907.495274,7.0,Compact,33351.83836,silver,9890.160371,0,40.37,-80.29,2016,5,4,18,2,0,607,71.0
183,302,37.0,M,1.0,86,36111.0,1,1,Rent,80020,2015-04-25,Parking Lot,2,0.0,97,Broker,1,4671.427922999999,2.0,Large,34739.44764,gray,14240.38272,0,39.94,-105.06,2015,4,25,17,5,1,982,28.666666666666668
184,303,22.0,M,1.0,67,30913.0,1,0,Rent,15021,2016-01-26,Highway,0,0.0,0,Phone,0,4466.460396,5.0,Medium,11015.747609999999,silver,38589.60187,0,40.38,-80.39,2016,1,26,4,1,0,706,67.0
185,305,22.0,M,0.0,95,30920.0,1,1,Rent,15022,2016-11-12,Local,0,0.0,91,Online,1,8030.423032,4.0,Compact,36418.858680000005,white,23697.85285,0,40.13,-79.9,2016,11,12,45,5,1,415,95.0
186,306,41.0,F,1.0,74,37127.0,0,0,Rent,20111,2015-04-10,Highway,0,0.0,0,Broker,0,8270.707608,9.0,Large,9657.022189,gray,11697.4505,1,38.75,-77.43,2015,4,10,15,4,0,997,74.0
187,307,58.0,F,1.0,69,40598.0,1,1,Own,20120,2015-06-05,Highway,0,0.0,2,Broker,0,3256.502253,8.0,Large,28175.41166,gray,12866.5444,1,38.84,-77.44,2015,6,5,23,4,0,941,69.0
188,309,64.0,F,0.0,65,41597.0,1,1,Rent,85040,2015-03-03,Local,1,0.0,89,Broker,1,4470.358921,6.0,Compact,15644.372430000001,red,21715.5041,0,33.4,-112.02,2015,3,3,10,1,0,1035,32.5
189,310,51.0,M,1.0,84,39321.0,1,0,Own,50008,2015-12-18,Highway,2,1.0,50,Phone,1,5308.094035,11.0,Compact,16792.65781,blue,49550.97728,0,40.7,-93.36,2015,12,18,51,4,0,745,28.0
190,311,33.0,F,1.0,79,34978.0,0,1,Own,50005,2016-10-13,Local,3,0.0,30,Broker,1,3042.668244,10.0,Compact,12513.91085,gray,18471.02271,0,42.11,-92.98,2016,10,13,41,3,0,445,19.75
191,312,49.0,M,1.0,87,38924.0,1,0,Own,85074,2016-06-13,Highway,0,1.0,22,Broker,0,5675.452478,6.0,Medium,61536.89346,white,13662.64009,0,33.45,-112.09,2016,6,13,24,0,0,567,87.0
192,313,68.0,M,0.0,53,42204.0,1,1,Own,20136,2016-03-06,Local,1,0.0,35,Broker,1,11359.77073,8.0,Medium,6999.098886,blue,12324.31485,1,38.74,-77.55,2016,3,6,9,6,1,666,26.5
193,315,51.0,M,1.0,73,39310.0,1,0,Rent,85068,2016-12-22,Parking Lot,0,0.0,96,Phone,1,4194.826414,5.0,Medium,22074.42494,blue,42877.13683,0,33.67,-112.06,2016,12,22,51,3,0,375,73.0
194,316,50.0,M,1.0,78,39115.0,0,0,Rent,15025,2015-06-20,Local,0,0.0,13,Phone,1,9377.078912,5.0,Large,17533.92178,white,34239.80037,0,40.29,-79.88,2015,6,20,25,5,1,926,78.0
195,318,42.0,M,1.0,68,37396.0,1,0,Rent,50049,2015-02-16,Local,0,1.0,18,Phone,1,3700.992762,4.0,Large,20741.47556,silver,19783.63625,0,41.01,-93.3,2015,2,16,8,0,0,1050,68.0
196,319,41.0,M,1.0,97,37153.0,1,0,Rent,80042,2016-03-20,Local,1,0.0,66,Broker,1,5872.930604,5.0,Medium,7670.645222,black,13662.0731,0,39.69,-104.81,2016,3,20,11,6,1,652,48.5
197,320,31.0,M,0.0,90,34368.0,1,1,Own,80106,2015-04-22,Parking Lot,0,0.0,27,Phone,1,2903.146347,4.0,Large,9707.979287999999,other,24129.625030000003,0,39.22,-104.53,2015,4,22,17,2,0,985,90.0
198,323,60.0,F,0.0,50,40940.0,1,1,Own,85041,2015-02-23,Parking Lot,0,0.0,98,Broker,1,8477.042806,7.0,Compact,37057.18632,gray,18636.53538,0,33.38,-112.11,2015,2,23,9,0,0,1043,50.0
199,325,69.0,M,1.0,87,42353.0,1,1,Rent,50037,2015-03-25,Local,4,1.0,1,Phone,1,2304.3481690000003,7.0,Large,17320.945330000002,red,44540.60298,0,42.05,-93.87,2015,3,25,13,2,0,1013,17.4
200,326,45.0,F,1.0,61,38061.0,1,0,Own,20120,2015-09-03,Local,0,0.0,21,Broker,0,2873.264289,2.0,Medium,32035.79795,red,23298.46973,0,38.84,-77.44,2015,9,3,36,3,0,851,61.0
201,328,22.0,M,0.0,66,30916.0,1,1,Own,15034,2016-11-13,Local,0,0.0,49,Online,0,2874.871596,4.0,Compact,15005.98125,blue,34604.310880000005,0,40.35,-79.89,2016,11,13,45,6,1,414,66.0
202,329,45.0,M,1.0,70,38058.0,0,1,Own,20148,2015-11-13,Local,0,0.0,94,Online,0,2625.402703,6.0,Medium,19151.31085,white,17517.88542,1,39.0,-77.52,2015,11,13,46,4,0,780,70.0
203,330,48.0,F,1.0,85,38733.0,0,1,Own,80030,2016-12-17,Local,0,0.0,60,Broker,0,6727.282243000001,4.0,Compact,29942.33231,black,4123.605432,0,39.83,-105.04,2016,12,17,50,5,1,380,85.0
204,331,56.0,F,0.0,75,40265.0,0,1,Rent,50005,2016-12-24,Parking Lot,2,1.0,26,Phone,1,6255.901065999999,5.0,Large,29187.56163,blue,26423.28171,0,42.11,-92.98,2016,12,24,51,5,1,373,25.0
205,333,57.0,M,1.0,85,40427.0,1,0,Own,50039,2016-01-03,Local,1,1.0,43,Broker,1,11038.533000000001,6.0,Compact,15279.998080000001,silver,13762.47316,0,41.85,-94.01,2016,1,3,53,6,1,729,42.5
206,334,51.0,M,1.0,46,39317.0,1,1,Rent,20105,2015-06-06,Local,0,0.0,11,Phone,1,4020.4707229999995,7.0,Compact,39461.92342,white,26195.94284,0,38.97,-77.64,2015,6,6,23,5,1,940,46.0
207,342,37.0,F,1.0,62,36086.0,1,1,Rent,85051,2016-02-22,Parking Lot,0,0.0,54,Phone,1,3720.846981,5.0,Large,44218.70562,red,43448.30768,0,33.55,-112.13,2016,2,22,8,0,0,679,62.0
208,348,81.0,F,1.0,97,43949.0,1,0,Own,15035,2015-02-19,Highway,1,1.0,34,Phone,1,4031.356424,1.0,Large,7717.54312,silver,36891.96211,0,40.38,-79.81,2015,2,19,8,3,0,1047,48.5
209,352,52.0,M,1.0,43,39515.0,1,1,Rent,50025,2016-06-11,Local,0,0.0,29,Broker,0,5999.351178,6.0,Large,12589.82083,gray,42945.158610000006,0,41.71,-94.92,2016,6,11,23,5,1,569,43.0
210,353,31.0,M,1.0,81,34336.0,1,1,Own,80020,2015-02-22,Local,1,0.0,7,Phone,0,2888.991105,6.0,Compact,22259.49378,black,19676.474280000002,0,39.94,-105.06,2015,2,22,8,6,1,1044,40.5
211,354,40.0,F,0.0,58,36885.0,1,1,Own,80108,2015-02-16,Local,2,0.0,49,Phone,0,4154.22536,6.0,Large,20337.08264,blue,20522.903309999998,0,39.45,-104.85,2015,2,16,8,0,0,1050,19.333333333333332
212,356,24.0,F,1.0,79,31790.0,1,1,Rent,20159,2015-04-30,Local,0,1.0,96,Broker,0,2411.2912760000004,5.0,Compact,22906.45549,black,11472.25229,0,39.13,-77.66,2015,4,30,18,3,0,977,79.0
213,357,47.0,F,0.0,86,38520.0,1,1,Rent,85036,2015-09-25,Local,0,0.0,32,Broker,0,6557.4940670000005,8.0,Medium,26407.55012,white,17885.92124,0,33.63,-112.15,2015,9,25,39,4,0,829,86.0
214,358,28.0,M,1.0,83,33324.0,0,1,Rent,80034,2015-02-04,Local,1,1.0,0,Phone,0,6430.201863,5.0,Medium,14841.29942,white,29566.814960000003,0,39.77,-105.09,2015,2,4,6,2,0,1062,41.5
215,359,39.0,M,1.0,82,36648.0,0,0,Own,15005,2016-02-06,Highway,0,1.0,83,Broker,0,4661.986073,4.0,Large,10229.45913,gray,11507.70256,0,40.63,-80.22,2016,2,6,5,5,1,695,82.0
216,360,56.0,F,1.0,39,40260.0,1,0,Rent,80022,2015-03-23,Local,0,0.0,93,Phone,1,7002.941847,3.0,Large,47372.82456,white,11531.11232,0,39.88,-104.8,2015,3,23,13,0,0,1015,39.0
217,366,57.0,F,1.0,57,40438.0,1,1,Rent,15021,2015-03-03,Local,2,0.0,28,Broker,1,7741.1474450000005,10.0,Compact,3653.346777,red,39775.37855,0,40.38,-80.39,2015,3,3,10,1,0,1035,19.0
218,367,40.0,F,1.0,90,36879.0,1,0,Rent,85043,2016-11-13,Local,0,0.0,1,Phone,1,2488.423362,6.0,Compact,31112.459010000002,white,19749.68463,0,33.42,-112.2,2016,11,13,45,6,1,414,90.0
219,368,32.0,M,1.0,87,34666.0,0,0,Rent,15025,2015-12-05,Highway,0,0.0,88,Phone,1,7866.293070999999,6.0,Large,25781.75967,silver,20545.81341,1,40.29,-79.88,2015,12,5,49,5,1,758,87.0
220,371,46.0,M,1.0,94,38282.0,1,1,Own,80006,2016-09-02,Local,0,0.0,95,Broker,0,5636.253953,0.0,Compact,31302.5092,white,18891.66244,0,39.82,-105.1,2016,9,2,35,4,0,486,94.0
221,373,64.0,F,1.0,47,41619.0,1,0,Rent,50021,2015-05-13,Local,1,0.0,3,Broker,1,4495.425102,4.0,Medium,20169.590819999998,other,13035.045559999999,0,41.72,-93.6,2015,5,13,20,2,0,964,23.5
222,374,53.0,F,1.0,91,39698.0,1,0,Own,20111,2016-06-30,Highway,0,1.0,0,Phone,1,7912.431769,12.0,Large,26060.69831,gray,7681.782620999999,1,38.75,-77.43,2016,6,30,26,3,0,550,91.0
223,375,24.0,M,0.0,82,31794.0,1,1,Own,20136,2015-01-15,Local,0,0.0,70,Online,0,5002.308167,7.0,Medium,34063.38967,white,5959.717,0,38.74,-77.55,2015,1,15,3,3,0,1082,82.0
224,380,44.0,F,1.0,55,37818.0,1,1,Own,85021,2016-04-09,Local,1,1.0,100,Broker,0,7253.351656,2.0,Compact,23325.3069,white,21751.78161,0,33.55,-112.09,2016,4,9,14,5,1,632,27.5
225,382,28.0,F,1.0,65,33323.0,1,1,Own,85023,2016-10-10,Local,1,0.0,30,Online,0,6665.327357,5.0,Medium,15717.175490000001,other,19150.89565,0,33.63,-112.09,2016,10,10,41,0,0,448,32.5
226,383,48.0,F,1.0,84,38702.0,0,0,Own,80006,2016-11-24,Local,2,0.0,32,Phone,1,2906.716735,6.0,Large,32770.2704,white,22681.64401,0,39.82,-105.1,2016,11,24,47,3,0,403,28.0
227,384,42.0,F,1.0,89,37390.0,1,0,Rent,50003,2016-10-15,Local,2,0.0,4,Broker,1,709.1622462,2.0,Compact,32152.7755,blue,16523.51172,1,41.61,-94.02,2016,10,15,41,5,1,443,29.666666666666668
228,385,30.0,F,1.0,79,34008.0,0,1,Own,15027,2015-02-26,Local,0,0.0,9,Phone,1,3274.859128,7.0,Compact,13497.43505,red,14164.55744,0,40.66,-80.24,2015,2,26,9,3,0,1040,79.0
229,386,45.0,F,1.0,81,38064.0,0,1,Own,15010,2016-06-14,Local,1,0.0,32,Phone,0,8739.198226,6.0,Large,16008.94941,gray,18934.70956,1,40.76,-80.32,2016,6,14,24,1,0,566,40.5
230,389,45.0,F,1.0,76,38069.0,0,1,Own,80035,2016-12-21,Parking Lot,0,0.0,6,Phone,1,7190.2744920000005,4.0,Compact,5220.140982,gray,13112.10223,0,39.88,-105.05,2016,12,21,51,2,0,376,76.0
231,390,34.0,F,0.0,94,35269.0,1,1,Own,50047,2016-10-03,Parking Lot,0,0.0,97,Phone,0,2875.157011,6.0,Large,24537.84474,other,22775.87171,0,41.51,-93.48,2016,10,3,40,0,0,455,94.0
232,391,61.0,F,1.0,87,41108.0,1,1,Own,80001,2015-03-31,Local,0,0.0,31,Broker,1,2945.793014,3.0,Large,11105.07751,gray,21027.787780000002,0,39.82,-105.1,2015,3,31,14,1,0,1007,87.0
233,392,45.0,F,0.0,71,38083.0,1,0,Own,20152,2016-02-19,Parking Lot,0,0.0,99,Broker,1,6122.209089,9.0,Compact,8363.01158,red,13287.522579999999,0,38.92,-77.5,2016,2,19,7,4,0,682,71.0
